Denumire,PretFMC,Stoc TKR,Stoc TKRM,Realimentare Stoc
AIO ASUSV221IDUK-BA004D Celeron 21.5.4GB,€ 297,40,0,
AIO ASUSV241ICUK-BA040D i5-8250U 23.8,€ 554,24,0,
AIO ASUSV221ICUK-BA083T i3-6006U.21.5,€ 533,23,0,
HDD intern Toshiba DT01ACA050,€ 34,10,0,
HDD externe Seagate STEA1000400,€ 54,15,0,
HDD externe Seagate STEA2000400,€ 75,14,0,
HDD intern Toshiba DT01ACA100,€ 36,10,0,
HDD intern Toshiba DT01ACA200,€ 55,10,0,
SSD Western Digital WDS120G2G0A,€ 42,0,0,
SSD Western Digital WDS240G2G0A,€ 70,14,0,
M/P Nokia 105 Black,€ 13,0,128,26 Mar- 30 Mar
Laptop Acer Gaming.NH.Q2LEX.013,"€ 2,826",1,0,
Laptop MSI Gaming.9S7-16P112-251,"€ 1,354",2,0,
Laptop MSI Gaming 9S7-16J962-2414,€ 850,5,0,
Laptop MSI Gaming.9S7-17A121-1099,"€ 2,477",2,0,
TV JVC 55 LT-55VU73K,€ 466,68,0,
Laptop Dell Latitude5490.i5-8250U.8GB.14,"€ 1,015",0,0,
Laptop Dell Latitude5490.i5-8250U.8GB.15,"€ 1,027",0,0,
Laptop Dell Vostro3578.i5-8250U.8GB.15.6,€ 692,400,0,
Laptop Dell Latitude5480.14.i5-7200U.8GB,€ 875,5,0,
Acer NB EX2540-519Y,€ 588,0,0,
Laptop Acer Aspire.NX.SHXEX.021,€ 239,46,0,
Laptop Acer Gaming.NH.Q2CEX.012,€ 961,3,0,
Laptop Acer Gaming.NH.Q1TEX.012,"€ 1,720",2,0,
Desktop Dell OptiPlex3050MT.i5-7500.8GB,€ 684,10,0,
Desktop DellOptiPlex3050SFF i5-7500.8GB,€ 691,25,0,
Desktop DellVostro3668.i5-7400.8GB.256GB,€ 700,50,0,
