Denumire,PretFMC,Stoc TKR,Stoc TKRM,Realimentare Stoc
Pachet 86 - IP PBX -  eMG80 - 4 trk analogice. 1 trk SIP cu 2 canale. 16 extensii hibride. 1 terminal digital. voice mai,€ 516.29,0,0,Necunoscut
Modem 4G Connect E5577c HOT SPOT,€ 45.05,160,45,EOL - nu mai revine
Modem 4G Connect E3372h,€ 33.50,798,46,Necunoscut
M/P Allview P5 Pro dual sim black,€ 55.00,1,0,EOL - nu mai revine
M/P iPhone 6s Plus 128GB Space Gray,€ 851.00,0,24,EOL - nu mai revine
Tableta Samsung Galaxy Tab A 7 LTE SM-T285NZKAROM,€ 145.00,88,35,5 Mar- 9 Mar
M/P Allview V2 Viper I dual sim white,€ 74.00,0,0,EOL - nu mai revine
M/P HTC Desire 530 Dark Grey,€ 132.00,4,10,EOL - nu mai revine
TV Samsung LH55RHEELGW/EN,€ 941.33,118,0,Necunoscut
M/P HTC Desire 828 Dark Grey,€ 263.00,0,7,EOL - nu mai revine
M/P HTC Desire 828 Pearl White,€ 263.00,0,7,EOL - nu mai revine
Tableta Huawei Mediapad T1 8,€ 154.77,0,21,Necunoscut
Tableta nJoy Kali 8 LTE,€ 85.47,0,24,EOL - nu mai revine
Pachet 95 - PBX - Panasonic - 2 trk SIP cu cate 2 canale IP fiecare. 6 trk analogice. 16 extensii analogice. 2 extensii ,€ 898.65,0,0,Necunoscut
Pachet 96 - PBX - Panasonic - 1 trk SIP cu 10 canale IP. 6 trk analogice. 24 extensii analogice. 2 extensii digitale. 4 ,"€ 1,191.61",0,0,Necunoscut
Mobile Phone RugGear RG500,€ 313.00,64,0,Necunoscut
Mobile Phone RugGear RG310,€ 242.00,65,0,Necunoscut
M/P LG G5 Titan,€ 462.00,0,11,EOL - nu mai revine
M/P LG K8 Indigo,€ 116.00,6,0,EOL - nu mai revine
M/P Nokia 230 Dual SIM Black,€ 41.00,73,0,12 Mar- 16 Mar
iPhone 6 64gb Space Grey,€ 599.00,0,22,EOL - nu mai revine
LKA-200-Telefon analogic,€ 11.55,0,0,Necunoscut
LKA-220C-Telefon analogic cu CID,€ 19.64,0,0,Necunoscut
MOBILINK GSM,€ 173.25,12,12,Necunoscut
Casca Bluetooth Plantronics BackBeat Sen,€ 141.37,0,0,Necunoscut
USB Flash Drive Tellur for iPhone 16GB,€ 36.52,4,4,EOL - nu mai revine
USB Flash Drive Tellur for iPhone 32GB,€ 49.48,5,2,EOL - nu mai revine
USB Flash Drive Tellur for iPhone 64GB,€ 70.69,5,3,EOL - nu mai revine
TV Samsung UE49K5102AKXBT,€ 503.58,103,0,Necunoscut
TV Samsung UE55K5102AKXBT,€ 718.41,102,0,Necunoscut
"Laptop Lenovo V310. i5. 15.6"" WIn 10 PRO. 1TB HDD + 128SSD. 8Gb. DVD.  WIn 10 PRO",€ 617.93,206,0,Necunoscut
"Laptop Lenovo T460. i5-6200U. 14.0"" FullHD. 8GB. SSD 256GB. WIn 10 PRO. 20FN003LRI","€ 1,027.95",32,0,Necunoscut
"Tableta Lenovo MIIX310,Procesor Z8350,10.1"" LED, 2GB, 64GB SSD,W10,LTE,80SG005FRI",€ 271.43,779,0,Necunoscut
M/P Allview P6 energy lite black,€ 53.00,3,74,EOL - nu mai revine
M/P Allview P8 emagic dark grey dual sim,€ 116.00,52,77,EOL - nu mai revine
M/P Huawei Y6 II Black dual sim,€ 132.00,1,0,EOL - nu mai revine
M/P Sony Xperia X black,€ 394.00,0,15,EOL - nu mai revine
M/P Sony Xperia X white,€ 394.00,0,5,EOL - nu mai revine
"Server NEC T110g-E. Xeon E3-1220v3 (3.1GHz. 8MB).4GB.1TB HDD.WS2012 R2. 21.5"" Philips 223V5LSB2/10","€ 1,392.93",9,0,Necunoscut
Monitor Asus VS247NR,€ 102.45,0,0,Necunoscut
Shop TV Samsung LH48RHEELGW/EN,€ 599.45,98,0,Necunoscut
M/P LG G4c Silver,€ 174.00,0,11,EOL - nu mai revine
M/P Sony Xperia XA Black,€ 178.00,0,16,EOL - nu mai revine
M/P Sony Xperia XA White,€ 178.00,0,20,EOL - nu mai revine
M/P Sony Xperia XA Rose Gold,€ 178.00,0,3,EOL - nu mai revine
M/P Sony Xperia E5 Black,€ 138.00,1,24,EOL - nu mai revine
M/P Sony Xperia E5 White,€ 138.00,2,26,EOL - nu mai revine
M/P Samsung Galaxy J3 LTE dual sim Black,€ 100.00,395,310,EOL - nu mai revine
M/P Samsung Galaxy J3 LTE dual sim White,€ 100.00,310,646,EOL - nu mai revine
M/P Allview A5 ready dual sim black,€ 42.00,112,203,EOL - nu mai revine
Deskjet Ink Advantage 3835 All-in-One,€ 43.66,810,0,Necunoscut
M/P Allview X3 Soul Lite Grey,€ 116.00,4,21,EOL - nu mai revine
M/P Allview X3 Soul Lite Gold,€ 116.00,6,6,EOL - nu mai revine
M/P Allview X3 Soul Style Mocha Gold,€ 179.00,4,11,EOL - nu mai revine
"Telefon DECT Panasonic cu ecran matricial cu afisare pe un rand, KX-TGB210FXB",€ 16.11,0,0,Necunoscut
Tableta Samsung Tab A 10.1 (T585),€ 231.00,30,38,Necunoscut
M/P Iphone 7 32GB Black,€ 567.00,38,0,5 Mar- 9 Mar
M/P Iphone 7 32GB Silver,€ 567.00,0,0,5 Mar- 9 Mar
M/P Iphone 7 32GB Gold,€ 567.00,10,41,EOL - nu mai revine
M/P Iphone 7 128GB Black,€ 662.00,1,0,EOL - nu mai revine
M/P Iphone 7 128GB Silver,€ 662.00,1,7,EOL - nu mai revine
M/P Iphone 7 128GB Gold,€ 662.00,0,25,EOL - nu mai revine
M/P Iphone 7 128GB Rose Gold,€ 662.00,0,7,EOL - nu mai revine
M/P Iphone 7 256GB Black,€ 756.00,0,16,EOL - nu mai revine
M/P Iphone 7 256GB Rose Gold,€ 756.00,3,27,EOL - nu mai revine
M/P Iphone 7 128GB Jet Black,€ 662.00,0,7,EOL - nu mai revine
M/P Iphone 7 256GB Jet Black,€ 756.00,1,20,EOL - nu mai revine
M/P Iphone 7 plus 128GB Rose Gold,€ 777.00,0,10,EOL - nu mai revine
M/P Iphone 7 plus 256GB Jet Black,€ 872.00,0,31,EOL - nu mai revine
M/P CAT S60,€ 536.00,1,27,Necunoscut
M/P Iphone 7 plus 256GB Black,€ 872.00,0,12,EOL - nu mai revine
M/P Allview X3 soul plus gold,€ 216.00,2,10,EOL - nu mai revine
M/P HTC Desire 10 Lifestyle white,€ 221.00,1,5,EOL - nu mai revine
Multifunctionala Laser Xerox WorkCenter 3215,€ 133.40,0,0,
M/P Lenovo K5 Dark Grey dual sim,€ 116.00,51,14,EOL - nu mai revine
M/P Iphone 7 plus128GB  Jet Black,€ 777.00,0,15,EOL - nu mai revine
Tableta Lenovo TB3-730X 16GB LTE,€ 94.71,0,0,Necunoscut
Smart Plug,€ 37.96,4,0,
Wi-fi Motion sensor,€ 33.59,5,0,
Camera Monitor HD,€ 80.33,0,0,
Water sensor,€ 56.64,5,0,
Siren DCH-S220,€ 47.91,5,0,
Camera Monitor 360,€ 78.86,13,0,
Wi-fi audio Extender,€ 39.42,5,0,
Connected Home Hub,€ 76.68,0,0,
Door & window sensor,€ 38.42,5,0,
Siren DCH-Z510,€ 52.74,5,0,
Batery Motion Sensor,€ 41.27,5,0,
Pachet Smart pentru birou Comfort,€ 151.92,67,0,
Pachet Smart pentru birou Security,€ 204.48,9,0,
M/P Allview E3 Jump,€ 132.00,7,34,EOL - nu mai revine
M/P Huawei Nova Prestige Gold,€ 300.00,0,4,EOL - nu mai revine
M/P Iphone 7 256GB Silver,€ 756.00,2,35,EOL - nu mai revine
M/P Iphone 7 256GB Gold,€ 756.00,2,36,EOL - nu mai revine
M/P Iphone 7 plus 128GB Silver,€ 777.00,0,27,EOL - nu mai revine
M/P Iphone 7 plus 128GB Gold,€ 777.00,0,7,EOL - nu mai revine
M/P Iphone 7 plus 256GB Silver,€ 872.00,0,30,EOL - nu mai revine
M/P Iphone 7 plus 256GB Gold,€ 872.00,0,19,EOL - nu mai revine
M/P Iphone 7 plus 256GB Rose Gold,€ 872.00,0,30,EOL - nu mai revine
M/P Iphone 6s 32GB Space Grey,€ 531.00,0,10,EOL - nu mai revine
M/P Allview P9 energy mini blue,€ 118.00,20,11,Necunoscut
M/P Allview P9 energy mini mocha gold,€ 118.00,9,10,Necunoscut
M/P Allview P7 Pro Grey dual sim,€ 92.00,30,68,Necunoscut
Casti Bluetooth Apple AirPods MMEF2ZM/A,€ 130.01,0,0,
Interfata GSM cu fax XS Jack T3E,€ 148.40,0,0,EOL - nu mai revine
M/P Allview M9 jump black dual,€ 48.00,21,7,Necunoscut
H-F Bluetooth Plantronics M55,€ 21.21,0,0,Necunoscut
Adaptor Tellur Retea Dual USB (2.1A),€ 6.48,20,3,
Adaptor Tellur Auto Dual USB (3.1A),€ 4.71,0,5,
Adaptor Tellur Auto Dual USB (2.4A),€ 5.78,0,5,
H-F Bluetooth Plantronics ML 15,€ 12.37,0,14,
H-F Bluetooth APOLLO black,€ 7.54,0,0,
H-F Bluetooth APOLLO white,€ 7.54,2,1,
H-F Bluetooth ATHLETE black,€ 23.56,19,0,
H-F Bluetooth ATHLETE white,€ 23.56,1,10,
H-F Bluetooth Plantronics Explorer 115,€ 40.06,30,6,
Acumulator extern Tellur Slim 5000 mAh,€ 9.90,0,0,
M/P HTC Desire 650 Arctic Night,€ 116.00,3,64,Necunoscut
M/P HTC Desire 650 Lime Light,€ 116.00,12,0,Necunoscut
M/P Nokia 150 Black,€ 24.00,1,0,EOL - nu mai revine
M/P Allview M9 Join Black,€ 26.00,4,53,EOL - nu mai revine
Router Huawei B315s,€ 86.63,25,46,Necunoscut
Desktop Asus K31CD-RO022D. i5-6400 (2.7Ghz-3.3GHz. 6MB) Intel HD. RAM 4GB DDR4. HDD 1TB. DOS,€ 404.25,0,0,EOL - nu mai revine
"Laptop Asus Zenbook Flip UX360UAK 13.3""Glare Touch.i7-7500U 2.7GHz 4MB.8GB.256GB SSD.Win10 Home.UX360UAK-C4232T",€ 918.23,2,0,EOL - nu mai revine
M/P HTC U Play Brilliant Black,€ 284.00,0,10,EOL - nu mai revine
M/P HTC U Play Sapphire Blue,€ 284.00,2,5,EOL - nu mai revine
M/P HTC U Ultra Brilliant Black,€ 499.00,1,5,Necunoscut
Ceas Smartwatch Samsung Gear S3. Frontier. bratara activa silicon. IP68. SM-R760NDAAROM,€ 323.98,36,0,EOL - nu mai revine
M/P Huawei P10 Graphite Black Dual,€ 357.00,14,18,26 Mar- 30 Mar
C/CH 2USB Ports 5.4A Qualcomm 3.0,€ 8.47,0,3,
C/CH 3USB Ports 8.4A(Type C)Qualcomm 3.0,€ 12.32,8,5,
T/CH 3USB Ports 5.0A Qualcomm 3.0,€ 15.40,4,9,
Casca Bluetooth Morpheus Zeal,€ 46.19,6,0,
Bratara Fitness ALLVIEW Allwatch S.black ,€ 44.77,0,0,
M/P Huawei P10 lite black Dual,€ 184.00,3,0,26 Mar- 30 Mar
M/P Huawei P10 lite white Dual,€ 184.00,10,56,EOL - nu mai revine
M/P Huawei P10 lite gold Dual,€ 184.00,63,0,Necunoscut
ThinkVisual E2054. 19.5'' Wide IPS. 1440x900. 1000:1. 250cd/mp. VGA. 7ms. 1000022116,€ 86.63,0,0,
KEYBOARD +MOUSE WRL OPT. W3000 ENG BLA 90-XB2400KM00030 ASUS,€ 15.02,0,0,
ASUS S1 Portable LED Projector. 200 lumens. Built-in 6000mAh battery,€ 278.93,46,0,
M/P Huawei P9 Lite 2017 black Dual,€ 153.00,0,272,Necunoscut
M/P Allview P9 energy mocha gold dual,€ 267.00,6,7,EOL - nu mai revine
M/P Nokia 150 Dual Sim Black,€ 24.00,179,60,5 Mar- 9 Mar
"Asus NEREUS Carry Bag for 16"". troller support. black.90-XB4000BA00010",€ 8.66,63,0,
Cablu 3in1 Micro_usb&Lightning&Type C,€ 5.38,0,17,
M/P Moto G5 Dual Sim Grey,€ 145.00,4,0,Necunoscut
M/P Moto G5 Dual Sim Gold,€ 145.00,5,26,Necunoscut
M/P Allview X4 Soul Black,€ 267.00,0,7,EOL - nu mai revine
M/P Samsung Galaxy S8 Midnight Black,€ 515.00,7,0,Necunoscut
M/P Samsung Galaxy S8 Orchid Gray,€ 515.00,0,0,Necunoscut
M/P Samsung Galaxy S8 Plus Midnight Blk,€ 599.00,0,16,5 Mar- 9 Mar
M/P Samsung Galaxy S8 Plus Orchid Gray,€ 599.00,0,0,5 Mar- 9 Mar
M/P Iphone 7 plus 128GB RED,€ 777.00,0,10,EOL - nu mai revine
M/P LG K8 2017 Gold,€ 105.00,11,48,5 Mar- 9 Mar
M/P LG K8 2017 Titan,€ 105.00,64,57,Necunoscut
M/P LG K10 2017 Gold,€ 132.00,12,33,5 Mar- 9 Mar
M/P LG K10 2017 Black,€ 132.00,19,50,5 Mar- 9 Mar
M/P iPhone 7 256GB RED Special Edition,€ 756.00,0,12,EOL - nu mai revine
M/P Blackberry DTEK 50 Carbon Grey,€ 258.00,0,7,EOL - nu mai revine
M/P Blackberry DTEK 60 Earth Silver,€ 457.00,1,10,EOL - nu mai revine
M/P Iphone 6s 32GB Gold,€ 531.00,0,9,EOL - nu mai revine
M/P Allview M9 Connect,€ 32.00,13,82,EOL - nu mai revine
Silicone case iPhone 7Plus Red MMQV2ZM/A,€ 32.94,3,3,
Leather Case iPhone 7Plus Red MMYK2ZM/A,€ 42.75,5,6,
Silicone case iPhone 7 Red MMWN2ZM/A,€ 28.49,5,4,
Leather Case iPhone 7 Red MMY62ZM/A,€ 40.07,5,6,
M/P Iphone SE 32GB Space Grey,€ 284.00,5,88,5 Mar- 9 Mar
mem_card SD-micro 8GB Tellur Clasa 10,€ 4.83,0,0,
mem_card SD-micro 16GB Tellur Clasa 10,€ 7.30,5,0,
mem_card SD-micro 32GB Tellur Clasa 10,€ 14.37,11,0,
M/P Allview D1 Senior,€ 24.00,16,46,12 Mar- 16 Mar
M/P Allview L7 dual sim black,€ 12.00,112,226,12 Mar- 16 Mar
M/P iPhone 7 plus 256GB RED Special Ed,€ 872.00,1,8,EOL - nu mai revine
TV JVC - LT-32VH52K,€ 202.01,75,0,Necunoscut
TV JVC - LT-55VU72K,€ 465.58,70,0,
"TV JVC 49"" DLED UHD SMART WIFI DVB T2/C/S2 Chrome Double Neck Stand LT-49VU72K",€ 427.47,1,0,
M/P LG K4 2017 Titan,€ 84.00,140,165,5 Mar- 9 Mar
M/P Blackberry Keyone,€ 489.00,0,39,Necunoscut
M/P Samsung Galaxy XCover 4,€ 188.00,14,39,EOL - nu mai revine
Laptop Acer EX2540-38M8 Core i3 6006u,€ 433.13,0,0,
Laptop Acer EX2519-C068 Celeron N3060,€ 240.24,0,0,
"Laptop ASUS X541NA 15.6"" Celeron N3350",€ 318.78,0,0,
M/P HTC U 11 dual sim Brillian Black,€ 462.00,5,4,Necunoscut
M/P HTC U 11 dual sim Amazing Silver,€ 462.00,5,11,EOL - nu mai revine
M/P HTC U 11 dual sim Sapphire Blue,€ 462.00,2,12,EOL - nu mai revine
Telefon analogic Panasonic cu caller ID KX-TS560FXB,€ 25.43,0,0,
"NB Backpack ROG Ranger 17"".90XB0310-BBP010",€ 75.08,0,0,
M/P Nokia 3310 Dual SIM Red,€ 40.00,122,106,EOL - nu mai revine
M/P Nokia 3310 Dual SIM Blue,€ 40.00,65,79,12 Mar- 16 Mar
M/P Nokia 3310 Dual SIM Yellow,€ 40.00,147,130,EOL - nu mai revine
M/P Nokia 3310 Dual SIM Grey,€ 40.00,25,105,5 Mar- 9 Mar
M/P Nokia 3 Dual SIM Matte Black,€ 111.00,87,73,5 Mar- 9 Mar
M/P Nokia 3 Dual SIM Silver White,€ 111.00,55,49,Necunoscut
M/P Nokia 3 Dual SIM Tempered Blue,€ 111.00,92,71,5 Mar- 9 Mar
M/P Lenovo B dual sim black,€ 60.00,33,0,EOL - nu mai revine
M/P Huawei P9 Lite 2017 gold Dual,€ 153.00,3,63,Necunoscut
M/P Nokia 3 Dual SIM Satin Copper,€ 111.00,57,64,5 Mar- 9 Mar
M/P Nokia 5 Dual SIM Satin black,€ 147.00,30,108,5 Mar- 9 Mar
M/P Nokia 5 Dual SIM  Satin Silver,€ 147.00,18,80,5 Mar- 9 Mar
M/P Nokia 6 Dual SIM Satin black,€ 179.00,29,35,5 Mar- 9 Mar
M/P Nokia 6 Dual SIM Satin Silver,€ 179.00,30,6,5 Mar- 9 Mar
Telefon Dect Gigaset A116,€ 13.86,361,0,
M/P Samsung Galaxy J5 2017 Dual Gold,€ 168.00,242,272,5 Mar- 9 Mar
M/P Samsung Galaxy J5 2017 Dual Black,€ 168.00,377,287,5 Mar- 9 Mar
M/P Samsung Galaxy J7 2017 Dual Gold,€ 200.00,28,0,12 Mar- 16 Mar
M/P Samsung Galaxy J7 2017 Dual Black,€ 200.00,0,12,5 Mar- 9 Mar
M/P Allview P9 energy lite 2017 gold,€ 145.00,3,8,Necunoscut
M/P Allview P9 energy lite 2017 black,€ 145.00,7,29,5 Mar- 9 Mar
M/P CAT B30,€ 57.00,7,51,EOL - nu mai revine
M/P CAT S30,€ 150.00,19,29,EOL - nu mai revine
"MacBook Air 13"" i5 DC 1.8GHz/8GB/128GB.mqd32ro/a",€ 972.07,14,0,
M/P Allview X4 Soul Mini S Black,€ 83.00,21,14,Necunoscut
M/P Allview X4 Soul Mini S Blue,€ 83.00,14,28,Necunoscut
M/P Huawei P10 Dazzling Blue Dual,€ 357.00,16,27,Necunoscut
M/P Huawei P10 Greenery Dual,€ 357.00,2,33,Necunoscut
M/P Huawei P10 lite Sapphire Blue Dual,€ 184.00,8,0,Necunoscut
Samsung Gear VR3 SM-R324NZAAROM,€ 103.95,7,12,
MIIX 320. 10.1 HD IPS.CPU Z8350. RAM 4G LPDDR3. LTE. W10 HOME.MIIX 320-10ICR,€ 303.77,57,0,
Monitor TV LG 22MT49DF-PZ.AEU,€ 117.81,27,0,
Monitor Asus VS278H,€ 177.87,10,0,
"Laptop AsusPro B9440UA-GV0050R. 14""i7-7500U (2.7GHz-3.5GHz) HD Graph620.8GB  SSD 512GB Win10 Pro","€ 1,114.58",3,0,
Laptop Asus VivoBook MAX X541NA-GO008. 15.6 . Celeron N3350,€ 199.82,114,0,
H-F Bluetooth Plantronics Explorer 80,€ 34.30,19,18,
H-F Bluetooth Plantronics Explorer 85,€ 34.30,30,27,
H-F Bluetooth Plantronics Explorer 110,€ 43.20,0,0,
M/P Samsung Galaxy Note 8 Black,€ 720.00,73,277,Necunoscut
M/P Samsung Galaxy Note 8 Gold,€ 720.00,8,6,12 Mar- 16 Mar
Laptop Lenovo X1 Carbon 5. i7.8GB.SSD256.20HR002CRI,"€ 1,615.85",26,0,
"Interactiv EDU Basic Light SONY 87""",€ 760.34,0,0,
"Interactiv EDU Basic Prem Panas ST 83""","€ 1,213.10",0,0,
"Interactiv EDU Prof SONY UST 83""","€ 1,384.96",0,0,
"Interactiv EDU Prof Infocus ST 94""","€ 1,436.01",0,0,
"Interactiv EDU Prof Panasonic 101""","€ 1,544.58",0,0,
Fitness Tracker Under Armour Band,€ 125.90,5,8,
M/P Huawei P10 plus Graphite Black,€ 578.00,0,0,Necunoscut
M/P LG Q6 Platinium,€ 194.00,11,107,Necunoscut
M/P LG Q6 Black,€ 221.00,10,8,Necunoscut
M/P Sony Xperia XZ1 dual sim Blue,€ 489.00,0,12,Necunoscut
M/P iPhone 8 64GB Space Grey,€ 657.00,115,1,12 Mar- 16 Mar
M/P iPhone 8 64GB Silver,€ 657.00,44,154,Necunoscut
M/P iPhone 8 64GB Gold,€ 657.00,4,71,Necunoscut
M/P iPhone 8 256GB Space Grey,€ 793.00,1,1,Necunoscut
M/P iPhone 8 256GB Silver,€ 793.00,1,0,12 Mar- 16 Mar
M/P iPhone 8 256GB Gold,€ 793.00,14,0,Necunoscut
M/P iPhone 8 Plus 64GB Space Grey,€ 746.00,0,0,Necunoscut
M/P iPhone 8 Plus 64GB Silver,€ 746.00,0,0,Necunoscut
M/P iPhone 8 Plus 64GB Gold,€ 746.00,0,0,Necunoscut
M/P iPhone 8 Plus 256GB Space Grey,€ 888.00,3,0,Necunoscut
M/P iPhone 8 Plus 256GB Silver,€ 888.00,0,6,Necunoscut
M/P iPhone 8 Plus 256GB Gold,€ 888.00,11,24,Necunoscut
HID Omnikey 3821,€ 56.60,42,0,
M/P Sony Xperia XZ1 dual sim Black,€ 489.00,3,11,Necunoscut
Samsung Gear 360 (2017) White,€ 183.65,6,11,
Samsung Gear IconX In-ear Headset Black,€ 128.21,0,0,
M/P Motorola Moto C black,€ 63.00,18,72,5 Mar- 9 Mar
M/P Maxcom Classic MM141 Brown,€ 17.00,2,114,
M/P Maxcom Comfort MM720,€ 23.00,1,68,
M/P Allview X4 Vision Projector Phone,€ 353.00,8,9,Necunoscut
M/P Huawei P9 lite mini dual sim black,€ 111.00,82,194,5 Mar- 9 Mar
M/P Huawei P9 lite mini dual sim gold,€ 111.00,28,41,26 Mar- 30 Mar
M/P Huawei P9 lite mini dual sim silver,€ 111.00,66,109,26 Mar- 30 Mar
Tableta Samsung Galaxy Tab S3 4G T825,€ 592.52,123,0,
Laptop Asus P2540UA-DM0107T. i3. Win10 64bit P2540UA-DM0107T,€ 414.65,15,0,
"Laptop Asus P2540UA-DM0113R. i5.SATA 256G SSD. 15.6"". Win10",€ 645.65,1,0,
M/P iPhone X 64GB Space Grey,€ 945.00,5,0,Necunoscut
M/P iPhone X 64GB Silver,€ 945.00,12,0,12 Mar- 16 Mar
M/P iPhone X 256GB Space Grey,"€ 1,082.00",0,0,Necunoscut
M/P iPhone X 256GB Silver,"€ 1,082.00",0,0,Necunoscut
"TV JVC 43"" D-LED HDR SMART LT-43VF52K",€ 336.11,88,0,
Huawei Watch W2 Carbon Black Sport,€ 216.00,3,0,EOL - nu mai revine
Huawei Watch W2 Carbon Grey Sport,€ 216.00,5,0,EOL - nu mai revine
M/P Huawei Mate 10 lite dual sim black,€ 242.00,1,0,Necunoscut
M/P Huawei Mate 10 lite dual sim gold,€ 242.00,0,0,Necunoscut
Tableta Lenovo Tab 4 10 HD,€ 187.11,0,0,Necunoscut
Tableta nJoy Theia 10,€ 106.26,0,1,Necunoscut
M/P Allview X4 Soul Infinity 1 Blue,€ 108.00,10,32,12 Mar- 16 Mar
Laptop Acer TMP259 M 38S5 i3-6006U Win10,€ 604.07,0,103,
Laptop Acer TMP259 G2 M 56Q7 i5-7200U,€ 679.14,0,45,
Laptop Acer TMP259 G2 MG 78DH i7-7500U,€ 787.71,0,0,
Allview Allbook L,€ 153.62,0,159,Necunoscut
M/P Nokia 8 Dual SIM Tempered Blue,€ 452.00,24,33,5 Mar- 9 Mar
M/P Motorola Moto E4 Plus Iron Grey,€ 108.00,15,197,Necunoscut
M/P Motorola Moto Z2 Play Grey plus JBL,€ 352.00,7,7,Necunoscut
Laptop Asus VivoBook Pro 15 15.6 i7,€ 786.56,0,0,
H-F Bluetooth Plantronics Explorer 50,€ 18.90,0,30,
M/P Allview X4 Soul Infinity 2 Blue,€ 168.00,4,8,Necunoscut
M/P Allview X4 Soul Infinity 2 Grey,€ 168.00,5,4,Necunoscut
M/P HTC U11 Life Brilliant Black,€ 268.00,11,11,Necunoscut
M/P HTC U11 Life Sapphire Blue,€ 268.00,0,11,Necunoscut
M/P Nokia 2 Dual SIM Black,€ 84.00,25,147,12 Mar- 16 Mar
"Asus GL553VD 15.6"".i7-7700HQ 2.8GHz 6MB. 8GB. 1TB 7200RPM.GTX 1050Ti-4GB.GL553VD-FY009",€ 796.95,6,0,
"Laptop Asus GL753VE 17.3"" LED FHD AG. Intel Core  i7-7700HQ.GL753VE-GC016?",€ 872.03,0,0,
"Laptop Asus X541UA 15.6"" LED HD Glare. Intel Core i3-6006U.X541UA-GO1374",€ 294.53,0,0,
M/P Samsung Galaxy J3 LTE dual sim Gold,€ 100.00,133,486,Necunoscut
M/P Huawei Mate 10 Pro Titanium Grey,€ 609.00,0,0,19 Mar- 23 Mar
Desktop Asus K31CD Intel Core i3-7100,€ 334.95,0,0,
AIO ASUS V221ICUK 21.5 i5-7200U.8GB FHD,€ 546.32,0,0,
