Denumire,PretFMC,Stoc TKR,Stoc TKRM,Realimentare Stoc
M/P Huawei P10 Graphite Black Dual,€ 357,8,10,19 Mar- 23 Mar
C/CH 2USB Ports 5.4A Qualcomm 3.0,€ 8,0,1,
C/CH 3USB Ports 8.4A(Type C)Qualcomm 3.0,€ 12,6,3,
T/CH 3USB Ports 5.0A Qualcomm 3.0,€ 15,4,9,
Casca Bluetooth Morpheus Zeal,€ 46,0,0,
Bratara Fitness ALLVIEW Allwatch S.black ,€ 45,0,8,
M/P Huawei P10 lite black Dual,€ 184,0,0,Necunoscut
M/P Huawei P10 lite white Dual,€ 184,4,24,EOL - nu mai revine
M/P Huawei P10 lite gold Dual,€ 184,54,0,Necunoscut
KEYBOARD +MOUSE WRL OPT. W3000 ENG BLA 90-XB2400KM00030 ASUS,€ 15,0,0,
ASUS S1 Portable LED Projector. 200 lumens. Built-in 6000mAh battery,€ 279,45,0,
M/P Huawei P9 Lite 2017 black Dual,€ 153,0,268,Necunoscut
M/P Allview P9 energy mocha gold dual,€ 267,6,6,EOL - nu mai revine
M/P Nokia 150 Dual Sim Black,€ 24,140,98,19 Mar- 23 Mar
"Asus NEREUS Carry Bag for 16"". troller support. black.90-XB4000BA00010",€ 9,23,0,
Cablu 3in1 Micro_usb&Lightning&Type C,€ 5,0,8,
M/P Moto G5 Dual Sim Grey,€ 145,4,0,Necunoscut
M/P Moto G5 Dual Sim Gold,€ 145,5,26,Necunoscut
M/P Allview X4 Soul Black,€ 267,0,7,EOL - nu mai revine
M/P Samsung Galaxy S8 Midnight Black,€ 515,117,471,19 Mar- 23 Mar
M/P Samsung Galaxy S8 Orchid Gray,€ 515,70,165,26 Mar- 30 Mar
M/P Samsung Galaxy S8 Plus Midnight Blk,€ 599,0,40,26 Mar- 30 Mar
M/P Samsung Galaxy S8 Plus Orchid Gray,€ 599,28,121,26 Mar- 30 Mar
M/P Iphone 7 plus 128GB RED,€ 777,0,10,EOL - nu mai revine
M/P LG K8 2017 Gold,€ 105,10,48,26 Mar- 30 Mar
M/P LG K8 2017 Titan,€ 105,64,56,Necunoscut
M/P LG K10 2017 Gold,€ 132,11,32,Necunoscut
M/P LG K10 2017 Black,€ 132,26,44,Necunoscut
M/P iPhone 7 256GB RED Special Edition,€ 756,0,14,EOL - nu mai revine
M/P Blackberry DTEK 50 Carbon Grey,€ 258,0,7,EOL - nu mai revine
M/P Blackberry DTEK 60 Earth Silver,€ 457,1,10,EOL - nu mai revine
M/P Iphone 6s 32GB Gold,€ 531,0,9,EOL - nu mai revine
M/P Allview M9 Connect,€ 32,13,82,EOL - nu mai revine
Silicone case iPhone 7Plus Red MMQV2ZM/A,€ 33,3,3,
Leather Case iPhone 7Plus Red MMYK2ZM/A,€ 43,5,6,
Silicone case iPhone 7 Red MMWN2ZM/A,€ 28,5,4,
Leather Case iPhone 7 Red MMY62ZM/A,€ 40,5,5,
M/P Iphone SE 32GB Space Grey,€ 284,0,65,EOL - nu mai revine
mem_card SD-micro 8GB Tellur Clasa 10,€ 5,0,0,
mem_card SD-micro 16GB Tellur Clasa 10,€ 7,5,0,
mem_card SD-micro 32GB Tellur Clasa 10,€ 14,13,0,
M/P Allview D1 Senior,€ 24,17,17,26 Mar- 30 Mar
M/P Allview L7 dual sim black,€ 12,110,165,Necunoscut
M/P iPhone 7 plus 256GB RED Special Ed,€ 872,1,8,EOL - nu mai revine
TV JVC - LT-32VH52K,€ 202,62,0,Necunoscut
TV JVC - LT-55VU72K,€ 466,19,0,
M/P LG K4 2017 Titan,€ 84,140,150,19 Mar- 23 Mar
M/P Blackberry Keyone,€ 489,0,34,Necunoscut
M/P Samsung Galaxy XCover 4,€ 188,12,37,EOL - nu mai revine
Laptop Acer EX2540-38M8 Core i3 6006u,€ 433,0,0,
Laptop Acer EX2519-C068 Celeron N3060,€ 240,0,0,
"Laptop ASUS X541NA 15.6"" Celeron N3350",€ 319,0,3,
M/P HTC U 11 dual sim Brillian Black,€ 462,5,1,Necunoscut
M/P HTC U 11 dual sim Amazing Silver,€ 462,5,10,EOL - nu mai revine
M/P HTC U 11 dual sim Sapphire Blue,€ 462,1,10,EOL - nu mai revine
Telefon analogic Panasonic cu caller ID KX-TS560FXB,€ 25,0,0,
"NB Backpack ROG Ranger 17"".90XB0310-BBP010",€ 75,1,0,
M/P Nokia 3310 Dual SIM Red,€ 40,121,101,EOL - nu mai revine
M/P Nokia 3310 Dual SIM Blue,€ 40,58,1,19 Mar- 23 Mar
M/P Nokia 3310 Dual SIM Yellow,€ 40,147,129,EOL - nu mai revine
M/P Nokia 3310 Dual SIM Grey,€ 40,24,125,19 Mar- 23 Mar
M/P Nokia 3 Dual SIM Matte Black,€ 90,86,112,Necunoscut
M/P Nokia 3 Dual SIM Silver White,€ 111,55,48,Necunoscut
M/P Nokia 3 Dual SIM Tempered Blue,€ 111,91,121,Necunoscut
M/P Lenovo B dual sim black,€ 60,20,0,EOL - nu mai revine
M/P Huawei P9 Lite 2017 gold Dual,€ 153,1,62,19 Mar- 23 Mar
M/P Nokia 3 Dual SIM Satin Copper,€ 111,57,64,Necunoscut
M/P Nokia 5 Dual SIM Satin black,€ 147,30,106,Necunoscut
M/P Nokia 5 Dual SIM  Satin Silver,€ 147,18,79,Necunoscut
M/P Nokia 6 Dual SIM Satin black,€ 179,28,29,Necunoscut
M/P Nokia 6 Dual SIM Satin Silver,€ 179,30,32,EOL - nu mai revine
Telefon Dect Gigaset A116,€ 14,237,0,
M/P Samsung Galaxy J5 2017 Dual Gold,€ 168,256,191,Necunoscut
M/P Samsung Galaxy J5 2017 Dual Black,€ 168,308,448,19 Mar- 23 Mar
M/P Samsung Galaxy J7 2017 Dual Gold,€ 200,1,0,26 Mar- 30 Mar
M/P Samsung Galaxy J7 2017 Dual Black,€ 200,80,0,19 Mar- 23 Mar
M/P Allview P9 energy lite 2017 gold,€ 145,3,9,Necunoscut
M/P Allview P9 energy lite 2017 black,€ 145,6,29,26 Mar- 30 Mar
M/P CAT B30,€ 57,7,51,EOL - nu mai revine
M/P CAT S30,€ 150,19,27,EOL - nu mai revine
"MacBook Air 13"" i5 DC 1.8GHz/8GB/128GB.mqd32ro/a",€ 972,76,0,
M/P Allview X4 Soul Mini S Black,€ 83,21,14,Necunoscut
M/P Allview X4 Soul Mini S Blue,€ 83,14,28,Necunoscut
M/P Huawei P10 Dazzling Blue Dual,€ 357,14,15,26 Mar- 30 Mar
M/P Huawei P10 Greenery Dual,€ 357,2,26,Necunoscut
M/P Huawei P10 lite Sapphire Blue Dual,€ 184,2,0,26 Mar- 30 Mar
Samsung Gear VR3 SM-R324NZAAROM,€ 104,7,12,
MIIX 320. 10.1 HD IPS.CPU Z8350. RAM 4G LPDDR3. LTE. W10 HOME.MIIX 320-10ICR,€ 304,55,0,
Monitor TV LG 22MT49DF-PZ.AEU,€ 118,27,0,
Monitor Asus VS278H,€ 178,26,0,
"Laptop AsusPro B9440UA-GV0050R. 14""i7-7500U (2.7GHz-3.5GHz) HD Graph620.8GB  SSD 512GB Win10 Pro","€ 1,115",2,0,
Laptop Asus VivoBook MAX X541NA-GO008. 15.6 . Celeron N3350,€ 200,74,0,
H-F Bluetooth Plantronics Explorer 80,€ 34,19,17,
H-F Bluetooth Plantronics Explorer 85,€ 34,30,26,
H-F Bluetooth Plantronics Explorer 110,€ 43,0,0,
M/P Samsung Galaxy Note 8 Black,€ 720,67,342,Necunoscut
M/P Samsung Galaxy Note 8 Gold,€ 720,21,125,Necunoscut
Laptop Lenovo X1 Carbon 5. i7.8GB.SSD256.20HR002CRI,"€ 1,616",23,0,
"Interactiv EDU Basic Light SONY 87""",€ 760,0,0,
"Interactiv EDU Basic Prem Panas ST 83""","€ 1,213",0,0,
"Interactiv EDU Prof SONY UST 83""","€ 1,385",0,0,
"Interactiv EDU Prof Infocus ST 94""","€ 1,436",0,0,
"Interactiv EDU Prof Panasonic 101""","€ 1,545",0,0,
Fitness Tracker Under Armour Band,€ 126,5,9,
M/P Huawei P10 plus Graphite Black,€ 578,0,0,Necunoscut
M/P LG Q6 Platinium,€ 194,11,104,19 Mar- 23 Mar
M/P LG Q6 Black,€ 221,10,8,Necunoscut
M/P Sony Xperia XZ1 dual sim Blue,€ 489,0,12,Necunoscut
M/P iPhone 8 64GB Space Grey,€ 657,0,448,Necunoscut
M/P iPhone 8 64GB Silver,€ 657,41,58,Necunoscut
M/P iPhone 8 64GB Gold,€ 657,11,5,19 Mar- 23 Mar
M/P iPhone 8 256GB Space Grey,€ 793,2,150,26 Mar- 30 Mar
M/P iPhone 8 256GB Silver,€ 793,33,70,Necunoscut
M/P iPhone 8 256GB Gold,€ 793,11,1,19 Mar- 23 Mar
M/P iPhone 8 Plus 64GB Space Grey,€ 746,0,0,Necunoscut
M/P iPhone 8 Plus 64GB Silver,€ 746,0,0,Necunoscut
M/P iPhone 8 Plus 64GB Gold,€ 746,0,1,Necunoscut
M/P iPhone 8 Plus 256GB Space Grey,€ 888,0,4,Necunoscut
M/P iPhone 8 Plus 256GB Silver,€ 888,27,69,Necunoscut
M/P iPhone 8 Plus 256GB Gold,€ 888,0,12,Necunoscut
HID Omnikey 3821,€ 57,42,0,
M/P Sony Xperia XZ1 dual sim Black,€ 489,3,10,Necunoscut
Samsung Gear 360 (2017) White,€ 184,6,10,
Samsung Gear IconX In-ear Headset Black,€ 128,0,0,
M/P Motorola Moto C black,€ 63,19,29,19 Mar- 23 Mar
M/P Maxcom Classic MM141 Brown,€ 17,2,111,
M/P Maxcom Comfort MM720,€ 23,1,33,
M/P Allview X4 Vision Projector Phone,€ 353,7,9,Necunoscut
M/P Huawei P9 lite mini dual sim black,€ 111,77,321,19 Mar- 23 Mar
M/P Huawei P9 lite mini dual sim gold,€ 111,24,38,19 Mar- 23 Mar
M/P Huawei P9 lite mini dual sim silver,€ 111,65,108,Necunoscut
Tableta Samsung Galaxy Tab S3 4G T825,€ 593,118,0,
Laptop Asus P2540UA-DM0107T. i3. Win10 64bit P2540UA-DM0107T,€ 415,5,0,
M/P iPhone X 64GB Space Grey,€ 945,4,0,19 Mar- 23 Mar
M/P iPhone X 64GB Silver,€ 945,0,0,12 Mar- 16 Mar
M/P iPhone X 256GB Space Grey,"€ 1,082",0,0,12 Mar- 16 Mar
M/P iPhone X 256GB Silver,"€ 1,082",5,0,Necunoscut
"TV JVC 43"" D-LED HDR SMART LT-43VF52K",€ 336,80,0,
Huawei Watch W2 Carbon Black Sport,€ 216,3,1,EOL - nu mai revine
Huawei Watch W2 Carbon Grey Sport,€ 216,5,0,EOL - nu mai revine
M/P Huawei Mate 10 lite dual sim black,€ 242,0,0,2 Apr - 6 Apr
M/P Huawei Mate 10 lite dual sim gold,€ 242,0,0,Necunoscut
Tableta Lenovo Tab 4 10 HD,€ 187,0,30,Necunoscut
Tableta nJoy Theia 10,€ 106,0,98,Necunoscut
M/P Allview X4 Soul Infinity 1 Blue,€ 108,10,31,2 Apr - 6 Apr
Laptop Acer TMP259 M 38S5 i3-6006U Win10,€ 604,0,96,
Laptop Acer TMP259 G2 M 56Q7 i5-7200U,€ 679,0,34,
Laptop Acer TMP259 G2 MG 78DH i7-7500U,€ 788,0,0,
Allview Allbook L,€ 154,0,151,Necunoscut
M/P Nokia 8 Dual SIM Tempered Blue,€ 410,21,31,Necunoscut
M/P Motorola Moto E4 Plus Iron Grey,€ 108,15,196,Necunoscut
M/P Motorola Moto Z2 Play Grey plus JBL,€ 352,7,8,Necunoscut
Laptop Asus VivoBook Pro 15 15.6 i7,€ 787,27,0,
H-F Bluetooth Plantronics Explorer 50,€ 19,0,30,
M/P Allview X4 Soul Infinity 2 Blue,€ 168,4,8,Necunoscut
M/P Allview X4 Soul Infinity 2 Grey,€ 168,5,3,Necunoscut
M/P HTC U11 Life Brilliant Black,€ 268,10,10,Necunoscut
M/P HTC U11 Life Sapphire Blue,€ 268,0,10,Necunoscut
M/P Nokia 2 Dual SIM Black,€ 84,17,143,19 Mar- 23 Mar
"Asus GL553VD 15.6"".i7-7700HQ 2.8GHz 6MB. 8GB. 1TB 7200RPM.GTX 1050Ti-4GB.GL553VD-FY009",€ 797,0,0,
"Laptop Asus GL753VE 17.3"" LED FHD AG. Intel Core  i7-7700HQ.GL753VE-GC016?",€ 872,0,0,
"Laptop Asus X541UA 15.6"" LED HD Glare. Intel Core i3-6006U.X541UA-GO1374",€ 295,78,0,
M/P Samsung Galaxy J3 LTE dual sim Gold,€ 100,104,454,Necunoscut
M/P Huawei Mate 10 Pro Titanium Grey,€ 609,0,0,19 Mar- 23 Mar
TV Telefunken 32HB4000,€ 148,84,0,
TV Smart Telefunken 32HB5500,€ 170,20,0,
M/P Samsung Galaxy A8 Dual SIM Gold,€ 336,0,29,26 Mar- 30 Mar
M/P Samsung Galaxy A8 Dual SIM Black,€ 336,0,43,19 Mar- 23 Mar
Samsung Gear IconX (2018) In-ear Gray,€ 168,26,30,
Samsung Gear IconX (2018) In-ear Pink,€ 168,15,20,
Samsung Gear IconX (2018) In-ear Black,€ 168,30,31,
Samsung Gear VR4 with Controller Grey,€ 108,16,15,
Samsung Gear Sport Blue SM-R600NZBAROM,€ 317,34,17,
Samsung Gear FIT2 PRO Large Black,€ 190,20,2,
Samsung Gear FIT2 PRO Large Red,€ 190,18,10,
M/P Samsung Galaxy J3 2017 Dual Gold,€ 137,80,204,19 Mar- 23 Mar
M/P Samsung Galaxy J3 2017 Dual Black,€ 137,91,361,19 Mar- 23 Mar
M/P Samsung Galaxy J3 2017 Dual Silver,€ 137,96,349,19 Mar- 23 Mar
M/P Allview P7 Lite dual sim black,€ 53,0,1,Necunoscut
Metallic power bank 3 in 1 cable 5000mAh,€ 26,25,22,
Metallic power bank 5000mAh Qualcomm 3.0 ,€ 21,23,23,
Metallic power bank 10000mAh Qualcomm3.0 ,€ 28,24,10,
M/P Sony Xperia L1 dual sim black,€ 129,50,50,Necunoscut
Laptop ASUS ZenBook UX430UA,€ 884,27,0,
"TV JVC 49"" LT-49VF52K",€ 413,58,0,
TV JVC 32'' LT-32VH42K,€ 180,70,0,
UHD.Smart.UE55MU6102KXXH,€ 577,5,0,
